期刊名称,类型,别名,ISSN,中国科协高质量期刊标签,FMS学科,FMS主办单位,FMS JCR排名
Chinese Management Studies,期刊,,1750-614X,管理科学 C（2025总汇）,国际商务国际事务,,33
Competition and Change,期刊,,1024-5294,管理科学 C（2025总汇）,国际商务国际事务,,12
Development and Change,期刊,,0012-155X,管理科学 C（2025总汇）,国际商务国际事务,,16
Europe-Asia Studies,期刊,,0966-8136,管理科学 C（2025总汇）,国际商务国际事务,,42
International Journal of Conflict Management,期刊,,1044-4068,管理科学 C（2025总汇）,国际商务国际事务,,24
Journal of Common Market Studies,期刊,,0021-9886,管理科学 C（2025总汇）,国际商务国际事务,,15
Journal of European Social Policy,期刊,,0958-9287,管理科学 C（2025总汇）,国际商务国际事务,,16
Journal of International Economic Law,期刊,,1369-3034,管理科学 C（2025总汇）,国际商务国际事务,,24
Journal of World Investment & Trade,期刊,,1660-7112,管理科学 C（2025总汇）,国际商务国际事务,,38
Journal of World Trade,期刊,,1011-6702,管理科学 C（2025总汇）,国际商务国际事务,,42
Legal Issues of Economic Integration,期刊,,1566-6573,管理科学 C（2025总汇）,国际商务国际事务,,50
Multinational Business Review,期刊,,1525-383X,管理科学 C（2025总汇）,国际商务国际事务,,22
New Political Economy,期刊,,1356-3467,管理科学 C（2025总汇）,国际商务国际事务,,6
Public Relations Review,期刊,,0363-8111,管理科学 C（2025总汇）,国际商务国际事务,,12
Review of Social Economy,期刊,,0034-6764,管理科学 C（2025总汇）,国际商务国际事务,,42
Studies in Comparative International Development,期刊,,0039-3606,管理科学 C（2025总汇）,国际商务国际事务,,42
Third World Quarterly,期刊,,0143-6597,管理科学 C（2025总汇）,国际商务国际事务,,40
Thunderbird International Business Review,期刊,,1096-4762,管理科学 C（2025总汇）,国际商务国际事务,,16
Venture Capital,期刊,,1369-1066,管理科学 C（2025总汇）,国际商务国际事务,,33
Asia Pacific Business Review,期刊,,1360-2381,管理科学 D（2025总汇）,国际商务国际事务,,39
Asian Business & Management,期刊,,1472-4782,管理科学 D（2025总汇）,国际商务国际事务,,21
Critical Perspectives on International Business,期刊,,1742-2043,管理科学 D（2025总汇）,国际商务国际事务,,33
Cross Cultural & Strategic Management,期刊,,2059-5794,管理科学 D（2025总汇）,国际商务国际事务,,19
European Journal of International Management,期刊,,1751-6757,管理科学 D（2025总汇）,国际商务国际事务,,49
International Journal of Cross Cultural Management,期刊,,1470-5958,管理科学 D（2025总汇）,国际商务国际事务,,31
International Negotiation,期刊,,1382-340X,管理科学 D（2025总汇）,国际商务国际事务,,48
International Trade Journal,期刊,,0885-3908,管理科学 D（2025总汇）,国际商务国际事务,,46
Journal of East European Management Studies,期刊,,0949-6181,管理科学 D（2025总汇）,国际商务国际事务,,50
Nankai Business Review International,期刊,,2040-8749,管理科学 D（2025总汇）,国际商务国际事务,,24
Review of African Political Economy,期刊,,0305-6244,管理科学 D（2025总汇）,国际商务国际事务,,41
Transnational Corporations,期刊,,1014-9562,管理科学 D（2025总汇）,国际商务国际事务,,52
American Economic Journal: Macroeconomics,期刊,,1945-7707,管理科学 A（2025总汇）,宏观经济与国际经济,,3
Journal of International Economics,期刊,,0022-1996,管理科学 A（2025总汇）,宏观经济与国际经济,,8
Journal of Monetary Economics,期刊,,0304-3932,管理科学 A（2025总汇）,宏观经济与国际经济,,7
Economic Policy,期刊,,0266-4658,管理科学 B（2025总汇）,宏观经济与国际经济,,2
IMF Economic Review,期刊,,2041-4161,管理科学 B（2025总汇）,宏观经济与国际经济,,14
Journal of Economic Dynamics and Control,期刊,,0165-1889,管理科学 B（2025总汇）,宏观经济与国际经济,,13
Macroeconomic Dynamics,期刊,,1365-1005,管理科学 B（2025总汇）,宏观经济与国际经济,,32
NBER Macroeconomics Annual,期刊,,0889-3365,管理科学 B（2025总汇）,宏观经济与国际经济,,1
Oxford Bulletin of Economics and Statistics,期刊,,0305-9049,管理科学 B（2025总汇）,宏观经济与国际经济,,22
Review of Economic Dynamics,期刊,,1094-2025,管理科学 B（2025总汇）,宏观经济与国际经济,,17
Review of International Economics,期刊,,0965-7576,管理科学 B（2025总汇）,宏观经济与国际经济,,22
Applied Economics,期刊,,0003-6846,管理科学 C（2025总汇）,宏观经济与国际经济,,17
B.E. Journal of Macroeconomics,期刊,,1935-1690,管理科学 C（2025总汇）,宏观经济与国际经济,,34
Bulletin of Economic Research,期刊,,0307-3378,管理科学 C（2025总汇）,宏观经济与国际经济,,25
Economic Modelling,期刊,,0264-9993,管理科学 C（2025总汇）,宏观经济与国际经济,,6
Economic Systems,期刊,,0939-3625,管理科学 C（2025总汇）,宏观经济与国际经济,,10
Empirical Economics,期刊,,0377-7332,管理科学 C（2025总汇）,宏观经济与国际经济,,19
Journal of Economic Surveys,期刊,,0950-0804,管理科学 C（2025总汇）,宏观经济与国际经济,,5
Journal of Macroeconomics,期刊,,0164-0704,管理科学 C（2025总汇）,宏观经济与国际经济,,21
Journal of the Japanese and International Economies,期刊,,0889-1583,管理科学 C（2025总汇）,宏观经济与国际经济,,11
Open Economies Review,期刊,,0923-7992,管理科学 C（2025总汇）,宏观经济与国际经济,,29
Pacific Economic Review,期刊,,1361-374X,管理科学 C（2025总汇）,宏观经济与国际经济,,33
Review of World Economics,期刊,,1610-2878,管理科学 C（2025总汇）,宏观经济与国际经济,,25
Scottish Journal of Political Economy,期刊,,0036-9292,管理科学 C（2025总汇）,宏观经济与国际经济,,25
Structural Change and Economic Dynamics,期刊,,0954-349X,管理科学 C（2025总汇）,宏观经济与国际经济,,4
World Economy,期刊,,0378-5920,管理科学 C（2025总汇）,宏观经济与国际经济,,12
Applied Economics Letters,期刊,,1350-4851,管理科学 D（2025总汇）,宏观经济与国际经济,,24
Australian Economic Papers,期刊,,0004-900X,管理科学 D（2025总汇）,宏观经济与国际经济,,20
International Economic Journal,期刊,,1016-8737,管理科学 D（2025总汇）,宏观经济与国际经济,,25
Journal of Asian Economics,期刊,,1049-0078,管理科学 D（2025总汇）,宏观经济与国际经济,,9
Journal of Economic Integration,期刊,,1225-651X,管理科学 D（2025总汇）,宏观经济与国际经济,,29
Journal of International Trade and Economic Development,期刊,,0963-8199,管理科学 D（2025总汇）,宏观经济与国际经济,,14
Metroeconomica,期刊,,0026-1386,管理科学 D（2025总汇）,宏观经济与国际经济,,31
Portuguese Economic Journal,期刊,,1617-982X,管理科学 D（2025总汇）,宏观经济与国际经济,,14
Accounting Organizations and Society,期刊,,0361-3682,管理科学 A（2025总汇）,会计,,12
Accounting Review,期刊,,0001-4826,管理科学 A（2025总汇）,会计,,10
Contemporary Accounting Research,期刊,,0823-9150,管理科学 A（2025总汇）,会计,,15
Journal of Accounting and Economics,期刊,,0165-4101,管理科学 A（2025总汇）,会计,,4
Journal of Accounting Research,期刊,,0021-8456,管理科学 A（2025总汇）,会计,,5
Review of Accounting Studies,期刊,,1380-6653,管理科学 A（2025总汇）,会计,,7
Abacus,期刊,,0001-3072,管理科学 B（2025总汇）,会计,,31
Accounting and Business Research,期刊,,0001-4788,管理科学 B（2025总汇）,会计,,42
Accounting Auditing & Accountability Journal,期刊,,0951-3574,管理科学 B（2025总汇）,会计,,19
Accounting Horizons,期刊,,0888-7993,管理科学 B（2025总汇）,会计,,32
Auditing,期刊,,0278-0380,管理科学 B（2025总汇）,会计,,25
Behavioral Research in Accounting,期刊,,1050-4753,管理科学 B（2025总汇）,会计,,46
British Accounting Review,期刊,,0890-8389,管理科学 B（2025总汇）,会计,,1
British Tax Review,期刊,,0007-1870,管理科学 B（2025总汇）,会计,,51
Corporate Governance: An International Review,期刊,,0964-8410,管理科学 B（2025总汇）,会计,,9
Critical Perspectives on Accounting,期刊,,1045-2354,管理科学 B（2025总汇）,会计,,8
European Accounting Review,期刊,,0963-8180,管理科学 B（2025总汇）,会计,,27
International Journal of Accounting,期刊,,1094-4060,管理科学 B（2025总汇）,会计,,38
Journal of Accounting and Public Policy,期刊,,0278-4254,管理科学 B（2025总汇）,会计,,32
Journal of Accounting Literature,期刊,,0737-4607,管理科学 B（2025总汇）,会计,,28
"Journal of Accounting, Auditing & Finance",期刊,,0148-558X,管理科学 B（2025总汇）,会计,,45
Journal of Business Finance & Accounting,期刊,,0306-686X,管理科学 B（2025总汇）,会计,,30
Journal of International Accounting Research,期刊,,1542-6297,管理科学 B（2025总汇）,会计,,47
"Journal of International Accounting, Auditing and Taxation",期刊,,1061-9518,管理科学 B（2025总汇）,会计,,16
Journal of Management Accounting Research,期刊,,1049-2127,管理科学 B（2025总汇）,会计,,39
Journal of the American Taxation Association,期刊,,0198-9073,管理科学 B（2025总汇）,会计,,36
Management Accounting Research,期刊,,1044-5005,管理科学 B（2025总汇）,会计,,12
Accounting and Finance,期刊,,0810-5391,管理科学 C（2025总汇）,会计,,28
Accounting and the Public Interest,期刊,,1530-9320,管理科学 C（2025总汇）,会计,,51
Accounting Forum,期刊,,0155-9982,管理科学 C（2025总汇）,会计,,19
Accounting in Europe,期刊,,1744-9480,管理科学 C（2025总汇）,会计,,11
Accounting Research Journal,期刊,,1030-9616,管理科学 C（2025总汇）,会计,,35
"Accounting, Economics, and Law: A Convivium",期刊,,2152-2820,管理科学 C（2025总汇）,会计,,48
Advances in Accounting,期刊,,0882-6110,管理科学 C（2025总汇）,会计,,41
Advances in Accounting Behavioral Research,期刊,,1475-1488,管理科学 C（2025总汇）,会计,,51
Advances in Management Accounting,期刊,,1474-7871,管理科学 C（2025总汇）,会计,,51
Asia-Pacific Journal of Accounting & Economics,期刊,,1608-1625,管理科学 C（2025总汇）,会计,,40
Australian Accounting Review,期刊,,1835-2561,管理科学 C（2025总汇）,会计,,21
China Journal of Accounting Research,期刊,,1755-3091,管理科学 C（2025总汇）,会计,,12
China Journal of Accounting Studies,期刊,,2169-7213,管理科学 C（2025总汇）,会计,,51
Foundations and Trends® in Accounting,期刊,,1554-0642,管理科学 C（2025总汇）,会计,,51
International Journal of Accounting Information Systems,期刊,,1467-0895,管理科学 C（2025总汇）,会计,,6
International Journal of Auditing,期刊,,1090-6738,管理科学 C（2025总汇）,会计,,42
International Journal of Managerial and Financial Accounting,期刊,,1753-6715,管理科学 C（2025总汇）,会计,,42
Journal of Accounting & Organizational Change,期刊,,1832-5912,管理科学 C（2025总汇）,会计,,23
Journal of Applied Accounting Research,期刊,,0967-5426,管理科学 C（2025总汇）,会计,,16
Journal of Contemporary Accounting & Economics,期刊,,1815-5669,管理科学 C（2025总汇）,会计,,24
Journal of Forensic and Investigative Accounting,期刊,,2165-3755,管理科学 C（2025总汇）,会计,,51
Journal of Information Systems,期刊,,0888-7985,管理科学 C（2025总汇）,会计,,36
Journal of International Financial Management & Accounting,期刊,,0954-1314,管理科学 C（2025总汇）,会计,,2
Journal of Management Control,期刊,,2191-4761,管理科学 C（2025总汇）,会计,,18
Managerial Auditing Journal,期刊,,0268-6902,管理科学 C（2025总汇）,会计,,25
Qualitative Research in Accounting & Management,期刊,,1176-6093,管理科学 C（2025总汇）,会计,,22
Research in Accounting Regulation,期刊,,1052-0457,管理科学 C（2025总汇）,会计,,51
Sustainability Accounting Management and Policy Journal,期刊,,2040-8021,管理科学 C（2025总汇）,会计,,3
Comptabilite Controle Audit,期刊,,1262-2788,管理科学 D（2025总汇）,会计,,49
"International Journal of Accounting, Auditing and Performance Evaluation",期刊,,1740-8008,管理科学 D（2025总汇）,会计,,51
Journal of Accounting Review,期刊,,1018-1687,管理科学 D（2025总汇）,会计,,50
Management Accounting Quarterly,期刊,,1528-5359,管理科学 D（2025总汇）,会计,,51
Social and Environmental Accountability Journal,期刊,,0969-160X,管理科学 D（2025总汇）,会计,,51
World Tax Journal,期刊,,2352-9237,管理科学 D（2025总汇）,会计,,51
Annals of Statistics,期刊,,0090-5364,管理科学 A（2025总汇）,计量经济与统计,,3
Biometrika,期刊,,0006-3444,管理科学 A（2025总汇）,计量经济与统计,,11
Econometric Theory,期刊,,0266-4666,管理科学 A（2025总汇）,计量经济与统计,,28
Journal of Business & Economic Statistics,期刊,,0735-0015,管理科学 A（2025总汇）,计量经济与统计,,12
Journal of Econometrics,期刊,,0304-4076,管理科学 A（2025总汇）,计量经济与统计,,2
Journal of the American Statistical Association,期刊,,0162-1459,管理科学 A（2025总汇）,计量经济与统计,,10
Journal of the Royal Statistical Society Series B-Stastistical Methodology,期刊,,1369-7412,管理科学 A（2025总汇）,计量经济与统计,,4
Annals of Applied Statistics,期刊,,1932-6157,管理科学 B（2025总汇）,计量经济与统计,,22
Biostatistics,期刊,,1465-4644,管理科学 B（2025总汇）,计量经济与统计,,13
Computational Statistics & Data Analysis,期刊,,0167-9473,管理科学 B（2025总汇）,计量经济与统计,,18
Econometric Reviews,期刊,,0747-4938,管理科学 B（2025总汇）,计量经济与统计,,28
Econometrics Journal,期刊,,1368-4221,管理科学 B（2025总汇）,计量经济与统计,,1
Journal of Applied Econometrics,期刊,,0883-7252,管理科学 B（2025总汇）,计量经济与统计,,9
Journal of Computational and Graphical Statistics,期刊,,1061-8600,管理科学 B（2025总汇）,计量经济与统计,,14
Journal of Multivariate Analysis,期刊,,0047-259X,管理科学 B（2025总汇）,计量经济与统计,,17
Journal of the Royal Statistical Society Series A-Statistics in society,期刊,,0964-1998,管理科学 B（2025总汇）,计量经济与统计,,18
Journal of the Royal Statistical Society Series C-Applied statistics,期刊,,0035-9254,管理科学 B（2025总汇）,计量经济与统计,,23
Journal of Time Series Analysis,期刊,,0143-9782,管理科学 B（2025总汇）,计量经济与统计,,28
Scandinavian Journal of Statistics,期刊,,0303-6898,管理科学 B（2025总汇）,计量经济与统计,,28
Statistica Sinica,期刊,,1017-0405,管理科学 B（2025总汇）,计量经济与统计,,25
Statistical Science,期刊,,0883-4237,管理科学 B（2025总汇）,计量经济与统计,,7
Annals of the Institute of Statistical Mathematics,期刊,,0020-3157,管理科学 C（2025总汇）,计量经济与统计,,39
Australian & New Zealand Journal of Statistics,期刊,,1467-842X,管理科学 C（2025总汇）,计量经济与统计,,35
Canadian Journal of Statistics-Revue Canadienne De Statistique,期刊,,1708-945X,管理科学 C（2025总汇）,计量经济与统计,,28
Electronic Journal of Statistics,期刊,,1935-7524,管理科学 C（2025总汇）,计量经济与统计,,23
International Statistical Review,期刊,,0306-7734,管理科学 C（2025总汇）,计量经济与统计,,14
Journal of Applied Probability,期刊,,0021-9002,管理科学 C（2025总汇）,计量经济与统计,,38
Journal of Applied Statistics,期刊,,0266-4763,管理科学 C（2025总汇）,计量经济与统计,,26
Journal of Statistical Planning and Inference,期刊,,0378-3758,管理科学 C（2025总汇）,计量经济与统计,,35
Multivariate Behavioral Research,期刊,,0027-3171,管理科学 C（2025总汇）,计量经济与统计,,6
Statistica Neerlandica,期刊,,0039-0402,管理科学 C（2025总汇）,计量经济与统计,,35
Statistics and Computing,期刊,,0960-3174,管理科学 C（2025总汇）,计量经济与统计,,18
Statistics in Medicine,期刊,,0277-6715,管理科学 C（2025总汇）,计量经济与统计,,14
Structural Equation Modeling,期刊,,1070-5511,管理科学 C（2025总汇）,计量经济与统计,,8
Studies in Nonlinear Dynamics and Econometrics,期刊,,1081-1826,管理科学 C（2025总汇）,计量经济与统计,,34
International Review of Applied Economics,期刊,,0269-2171,管理科学 D（2025总汇）,计量经济与统计,,18
Statistical Analysis and Data Mining,期刊,,1932-1864,管理科学 D（2025总汇）,计量经济与统计,,4
Statistical papers,期刊,,0932-5026,管理科学 D（2025总汇）,计量经济与统计,,26
Statistics,期刊,,0233-1888,管理科学 D（2025总汇）,计量经济与统计,,28
Transportation Research Part A: Policy and Practice,期刊,,0965-8564,管理科学 A（2025总汇）,交通运输管理,,7
Transportation Research Part B: Methodological,期刊,,0191-2615,管理科学 A（2025总汇）,交通运输管理,,8
Transportation Science,期刊,,0041-1655,管理科学 A（2025总汇）,交通运输管理,,14
Communications in Transportation Research,期刊,,2772-4247,管理科学 B（2025总汇）,交通运输管理,,1
IEEE Transactions on Intelligent Transportation Systems,期刊,,1524-9050,管理科学 B（2025总汇）,交通运输管理,,4
Journal of Transport Geography,期刊,,0966-6923,管理科学 B（2025总汇）,交通运输管理,,8
Transport Policy,期刊,,0967-070X,管理科学 B（2025总汇）,交通运输管理,,12
Transport Reviews,期刊,,0144-1647,管理科学 B（2025总汇）,交通运输管理,,2
Transportation Research Part C: Emerging Technologies,期刊,,0968-090X,管理科学 B（2025总汇）,交通运输管理,,5
Transportation Research Part D: Transport and Environment,期刊,,1361-9209,管理科学 B（2025总汇）,交通运输管理,,6
Transportation Research Part E: Logistics and Transportation Review,期刊,,1366-5545,管理科学 B（2025总汇）,交通运输管理,,3
Transportation Research Part F: Traffic Psychology and Behaviour,期刊,,1369-8478,管理科学 B（2025总汇）,交通运输管理,,15
EURO Journal on Transportation and Logistics,期刊,,2192-4376,管理科学 C（2025总汇）,交通运输管理,,27
IEEE Intelligent Transportation Systems Magazine,期刊,,1939-1390,管理科学 C（2025总汇）,交通运输管理,,13
IET Intelligent Transport Systems,期刊,,1751-956X,管理科学 C（2025总汇）,交通运输管理,,28
Journal of Air Transport Management,期刊,,0969-6997,管理科学 C（2025总汇）,交通运输管理,,18
Journal of Intelligent Transportation Systems,期刊,,1547-2450,管理科学 C（2025总汇）,交通运输管理,,26
Journal of Transport Economics and Policy,期刊,,0022-5258,管理科学 C（2025总汇）,交通运输管理,,35
Maritime Policy & Management,期刊,,0308-8839,管理科学 C（2025总汇）,交通运输管理,,18
Networks & Spatial Economics,期刊,,1566-113X,管理科学 C（2025总汇）,交通运输管理,,32
Ocean & Coastal Management,期刊,,0964-5691,管理科学 C（2025总汇）,交通运输管理,,11
Research in Transportation Economics,期刊,,0739-8859,管理科学 C（2025总汇）,交通运输管理,,20
Transportation,期刊,,0049-4488,管理科学 C（2025总汇）,交通运输管理,,22
Transportmetrica A: Transport Science,期刊,,2324-9935,管理科学 C（2025总汇）,交通运输管理,,24
Transportmetrica B: Transport Dynamics,期刊,,2168-0566,管理科学 C（2025总汇）,交通运输管理,,20
European Transport Research Review,期刊,,1867-0717,管理科学 D（2025总汇）,交通运输管理,,16
International Journal of Sustainable Transportation,期刊,,1556-8318,管理科学 D（2025总汇）,交通运输管理,,17
